AVDL,1070800
ODFL,1069700
SMX,1067300
CNDT,1065500
WBS,1065500
CSTM,1064700
ARR,1064300
STOK,1062000
MYGN,1061600
OMC,1061100
RCKT,1058600
MNTS,1057500
LFMD,1057400
BSJQ,1057300
HCA,1056500
IPSC,1055200
CIVI,1054700
DYN,1053800
PARR,1053200
PBA,1052900
CCCC,1052500
ADP,1048700
VMEO,1046200
HASI,1045600
VEEV,1044600
EDBL,1044300
HOUS,1043900
DNUT,1043700
ZBH,1043700
RMBS,1042200
VRDN,1041500
PLAY,1041400
ASC,1039700
PNW,1039200
OGI,1037400
GTX,1036100
GGG,1035500
HIG,1034300
ABSI,1033300
VCYT,1032300
ARQQ,1032200
CDXC,1030300
FTCI,1027900
ACCD,1027700
RNG,1026200
NINE,1023800
TBIL,1022000
SMPL,1021200
ELS,1019600
IRM,1018900
TWO,1018900
MAGN,1017800
WAT,1017500
MMS,1017100
SWTX,1015600
IMNM,1014800
SYK,1014500
RVTY,1013500
GGAL,1012600
ATEC,1012100
SM,1011800
GDRX,1010600
IVP,1008400
OUST,1007700
TRMB,1006000
TK,1005600
CERT,1003700
LUCD,1003000
AER,1002700
LANV,1002200
CAKE,1001300
MRNS,1001000
BMRN,999700
LTH,999600
MRC,999200
OS,998800
DRI,996100
INTR,995100
TECH,995000
SNV,992400
HTGC,992300
EXPE,991700
EMN,991100
CUTR,990900
LADR,990900
GTLS,990500
PRAX,990500
SN,989300
AMN,988400
G,988400
PTLO,988000
UHS,986700
ALNY,985900
IEI,985900
NGG,985900
SYRA,984300
ICCT,983100
ANGL,982700
ATAT,981300
BNL,980600
DB,979900
PPG,979900
RBRK,979200
COR,977900
VNET,977700
HUYA,977400
CUZ,976200
SIDU,975600
AON,974500
NPWR,974500
TEN,973900
ZGN,973900
GWAV,973700
TPIC,969700
NTRA,969200
STLD,969000
ICLR,968600
BXP,968300
KYMR,967400
OI,967100
MXCT,966900
WVE,965800
SEE,965700
RTO,965600
TAK,964800
VFLO,963500
AOSL,963400
QDEL,962100
CUK,959700
IHRT,958500
NTRS,958400
EDU,956200
PHAT,955200
J,953400
WCN,951200
AMKR,950400
PRME,950200
BTSG,949800
DHC,949000
NUWE,948300
SPGI,948000
RR,947700
IBKR,947400
AGCO,946600
CENX,945200
CLX,944600
MUI,943700
AY,942600
WPC,939100
DUO,938000
OLLI,937800
MDJH,936000
CRI,935900
BENF,935700
SFL,934600
CHRD,934000
MTDR,933200
SSRM,932800
JBHT,932200
PFG,931800
CNXC,931000
CDNA,929000
FLS,928600
FIHL,928400
ZWS,927100
PAGP,927000
ALC,925900
EWCZ,925500
VERV,925500
ZION,925200
KLAC,923400
OPTN,923200
DTM,921800
UDMY,921300
HLX,919700
DEI,919500
LAZ,917900
GPC,917500
TEF,917500
ALLE,916600
SOBO,916500
TCMD,916000
VVR,913900
HIMX,912600
GLUE,911100
EPRT,910600
WHR,910300
AISP,908100
TKO,907400
IMMR,906400
PCVX,906000
PDYNW,905500
WLDS,903400
NR,903300
FHB,900900
SNDX,900700
CGNX,900600
CLSKW,900000
SDGR,899900
EXPD,899200
EAT,899100
OLN,897100
MNRO,896600
NWE,895900
BEPC,894500
BKSY,892600
ETWO,891200
TEM,891000
PYCR,890000
FBIN,886900
BSCS,886600
HXL,885000
CPT,881500
ATI,881200
TW,881000
EBS,878400
SARO,878000
MFG,877900
DUOL,875600
EGY,872200
ASAI,870700
LQDA,870000
DK,869900
JPC,869900
RYTM,868800
